Datetime,Open,High,Low,Close,Volume
2026-08-09 08:00:00+00:00,150.0,150.00705997459153,147.79036322507883,147.82656925611275,599.0
2026-08-09 09:00:00+00:00,147.82656925611275,147.87053868199524,141.85047891917688,141.90841823738518,813.0
2026-08-09 10:00:00+00:00,141.90841823738518,141.9434825146217,137.2830811869945,137.28782858463748,407.0
2026-08-09 11:00:00+00:00,137.28782858463748,137.5294265500336,137.23010329864536,137.47120816433258,775.0
2026-08-09 12:00:00+00:00,137.47120816433258,143.0808445964583,137.42139569343647,143.07332618897988,269.0
2026-08-09 13:00:00+00:00,143.07332618897988,143.0796646037742,140.70985928291125,140.71129190708703,808.0
2026-08-09 14:00:00+00:00,140.71129190708703,140.73723908591563,139.8817527820922,139.89558845451805,623.0
2026-08-09 15:00:00+00:00,139.89558845451805,144.24233116925873,139.8645026185311,144.17891270623522,768.0
2026-08-09 16:00:00+00:00,144.17891270623522,144.21675435251058,142.11135238111834,142.1570289127407,419.0
2026-08-09 17:00:00+00:00,142.1570289127407,142.17810126864703,135.67391650773618,135.71072348692476,294.0
2026-08-09 18:00:00+00:00,135.71072348692476,135.78162021055073,131.85931887493322,131.87762289714357,935.0
2026-08-09 19:00:00+00:00,131.87762289714357,131.94942271347773,126.22993922825405,126.2311809660698,236.0
2026-08-09 20:00:00+00:00,126.2311809660698,129.42680726491048,126.19204965523907,129.4050224954109,683.0
2026-08-09 21:00:00+00:00,129.4050224954109,135.9491260440134,129.4006783795553,135.92978495955708,209.0
2026-08-09 22:00:00+00:00,135.92978495955708,135.99071499197717,134.48187517957376,134.520822766215,1000.0
2026-08-09 23:00:00+00:00,134.520822766215,134.5377709120129,121.66102324380462,121.68108244695779,778.0
2026-08-10 00:00:00+00:00,121.68108244695779,131.50603928596453,121.66858282641542,131.500471265352,693.0
2026-08-10 01:00:00+00:00,131.500471265352,131.52040810933204,128.80132170219815,128.8088823921432,1080.0
2026-08-10 02:00:00+00:00,128.8088823921432,128.96541857219427,128.74636361957891,128.94622555414966,605.0
2026-08-10 03:00:00+00:00,128.94622555414966,131.9281854156563,128.93145688151807,131.91607647765838,544.0
2026-08-10 04:00:00+00:00,131.91607647765838,134.639933272244,131.90799080794972,134.573891268518,1002.0
2026-08-10 05:00:00+00:00,134.573891268518,134.60483042285736,128.03966602640548,128.05880581906976,945.0
2026-08-10 06:00:00+00:00,128.05880581906976,131.71730522526434,128.02423618676318,131.67206347824984,552.0
2026-08-10 07:00:00+00:00,131.67206347824984,131.693607711342,124.34373733372506,124.36775237638311,1020.0
2026-08-10 08:00:00+00:00,124.36775237638311,129.86423478332563,124.34681743519866,129.84295222335143,421.0
2026-08-10 09:00:00+00:00,129.84295222335143,151.6539166994832,129.8358009051122,151.59769990212823,153.0
2026-08-10 10:00:00+00:00,151.59769990212823,151.61585883333635,146.03626184036517,146.0600602209185,301.0
2026-08-10 11:00:00+00:00,146.0600602209185,148.59465166550254,146.0057265638989,148.58167376421125,319.0
2026-08-10 12:00:00+00:00,148.58167376421125,155.29443564542842,148.55942005081084,155.25490191546803,1053.0
2026-08-10 13:00:00+00:00,155.25490191546803,155.26814412780578,145.8910558695395,145.92320415120724,1035.0
2026-08-10 14:00:00+00:00,145.92320415120724,145.9435381255143,136.36497211449964,136.38024281571285,292.0
2026-08-10 15:00:00+00:00,136.38024281571285,136.39018633361354,134.6783092526215,134.70351185394557,85.0
2026-08-10 16:00:00+00:00,134.70351185394557,134.76292041834594,128.5750829353126,128.58166205729736,330.0
2026-08-10 17:00:00+00:00,128.58166205729736,131.76313999196356,128.57684975360263,131.75936218504782,470.0
2026-08-10 18:00:00+00:00,131.75936218504782,133.17791810024423,131.7446881291485,133.1178611567837,412.0
2026-08-10 19:00:00+00:00,133.1178611567837,138.62830601741874,133.1131041449806,138.5900709517551,726.0
2026-08-10 20:00:00+00:00,138.5900709517551,138.68308825838236,137.3948138967717,137.40204098980624,857.0
2026-08-10 21:00:00+00:00,137.40204098980624,137.42900512528956,130.04616088381746,130.05438464142517,1033.0
2026-08-10 22:00:00+00:00,130.05438464142517,137.8432510023066,130.02074790150238,137.83379509049,902.0
2026-08-10 23:00:00+00:00,137.83379509049,138.38198878393973,137.82442182402943,138.35516860710075,865.0
2026-08-11 00:00:00+00:00,138.35516860710075,138.37456134565116,131.86219179230147,131.89503407335107,352.0
2026-08-11 01:00:00+00:00,131.89503407335107,133.94465755187355,131.87992065106,133.90829389191057,1035.0
2026-08-11 02:00:00+00:00,133.90829389191057,133.94097630256812,133.0264015448883,133.04966150718047,743.0
2026-08-11 03:00:00+00:00,133.04966150718047,137.8490665253588,133.04540565837942,137.84249224726852,497.0
2026-08-11 04:00:00+00:00,137.84249224726852,149.3417034835884,137.81184957359815,149.27423315196225,568.0
2026-08-11 05:00:00+00:00,149.27423315196225,150.0266035285055,149.2136296268052,149.98863105350625,87.0
2026-08-11 06:00:00+00:00,149.98863105350625,150.0009971304385,144.1571200667211,144.177053866843,682.0
2026-08-11 07:00:00+00:00,144.177053866843,151.74972279037664,144.1698526052908,151.74860175830162,622.0
2026-08-11 08:00:00+00:00,151.74860175830162,151.76787385966853,149.1797331157103,149.1868047829387,125.0
2026-08-11 09:00:00+00:00,149.1868047829387,149.19593762018303,126.55312259673583,126.57126211048845,120.0
2026-08-11 10:00:00+00:00,126.57126211048845,126.66966441653659,119.2688412182629,119.45789212733929,2080.0400342628463
2026-08-11 11:00:00+00:00,119.45789212733929,119.47682626125982,117.80099773717754,117.86150440929256,813.0
2026-08-11 12:00:00+00:00,117.86150440929256,121.97591927822458,117.81932010769232,121.94084999575017,329.0
2026-08-11 13:00:00+00:00,121.94084999575017,128.93731230632434,121.9243709324574,128.9345908990198,811.0
2026-08-11 14:00:00+00:00,128.9345908990198,128.97771193051656,123.44533303128507,123.45085963441456,927.0
2026-08-11 15:00:00+00:00,123.45085963441456,129.28323143212302,123.44040867068374,129.2658479993882,939.0
2026-08-11 16:00:00+00:00,129.2658479993882,138.28405154745747,129.23302521068925,138.2807526891594,707.0
2026-08-11 17:00:00+00:00,138.2807526891594,138.30775886198543,136.75928915605954,136.82352570818037,1006.0
2026-08-11 18:00:00+00:00,136.82352570818037,137.03726724355903,136.18232707214932,136.2220634198087,1851.3882521028443
2026-08-11 19:00:00+00:00,136.2220634198087,136.2404815082741,127.19309727693843,127.23279220152,212.0
2026-08-11 20:00:00+00:00,127.23279220152,130.33305459911247,127.20249087242927,130.3063757976665,776.0
2026-08-11 21:00:00+00:00,130.3063757976665,130.3628851684226,128.08450051366722,128.09474419511216,207.0
2026-08-11 22:00:00+00:00,128.09474419511216,128.0947994578005,123.45058426230305,123.50950661605228,242.0
2026-08-11 23:00:00+00:00,123.50950661605228,123.57335222780696,120.20320654306069,120.23204167597967,215.0
2026-08-12 00:00:00+00:00,120.23204167597967,124.6584324971208,120.21675606327052,124.61351898074977,316.0
2026-08-12 01:00:00+00:00,124.61351898074977,124.68370364420919,122.31252729108697,122.33594620187225,1009.0
2026-08-12 02:00:00+00:00,122.33594620187225,123.74471267831547,122.27346827385536,123.7160742437808,277.0
2026-08-12 03:00:00+00:00,123.7160742437808,123.74618439384957,119.69590914731484,119.73660500617872,692.0
2026-08-12 04:00:00+00:00,119.73660500617872,123.48478447411972,119.72557646610237,123.47451742925828,364.0
2026-08-12 05:00:00+00:00,123.47451742925828,126.12996741793478,123.4576954371108,126.11307814552198,955.0
2026-08-12 06:00:00+00:00,126.11307814552198,126.11372219241824,125.37056008216142,125.38204719101942,471.0
