Datetime,Open,High,Low,Close,Volume
2026-08-09 08:00:00+00:00,1.27,1.2722581646178017,1.2694278185750951,1.272215848762933,788.0
2026-08-09 09:00:00+00:00,1.272215848762933,1.273435360043378,1.272067397443337,1.2732505120157611,897.0
2026-08-09 10:00:00+00:00,1.2732505120157611,1.2736171718576392,1.2689699324503416,1.271319540368715,231.92560524127316
2026-08-09 11:00:00+00:00,1.271319540368715,1.2733725874781414,1.2712687464109702,1.2733021947758902,807.0
2026-08-09 12:00:00+00:00,1.2733021947758902,1.2743259450437376,1.2705045460620608,1.2706790303776223,813.0
2026-08-09 13:00:00+00:00,1.2706790303776223,1.2713374538055375,1.2701747551769085,1.2704986056880485,363.0
2026-08-09 14:00:00+00:00,1.2704986056880485,1.2706991250598756,1.2703079401378632,1.2705237754100196,528.0
2026-08-09 15:00:00+00:00,1.2705237754100196,1.2706405518963475,1.2689086066461837,1.2691747669495637,929.0
2026-08-09 16:00:00+00:00,1.2691747669495637,1.269366064863223,1.2687058165245146,1.2689201839641382,483.0
2026-08-09 17:00:00+00:00,1.2689201839641382,1.271786993224519,1.2688318134593737,1.2717282295333463,118.0
2026-08-09 18:00:00+00:00,1.2717282295333463,1.2719083915176326,1.2708561268262326,1.2711195512057034,1076.0
2026-08-09 19:00:00+00:00,1.2711195512057034,1.2729527560812364,1.2708611104472258,1.2725378250168293,664.0
2026-08-09 20:00:00+00:00,1.2725378250168293,1.2729779859479031,1.2704908073690977,1.2707831381630612,376.0
2026-08-09 21:00:00+00:00,1.2707831381630612,1.2710749396954617,1.268658342786777,1.269025495320903,877.0
2026-08-09 22:00:00+00:00,1.269025495320903,1.2695673200856852,1.2688885194158113,1.2694674462432272,925.0
2026-08-09 23:00:00+00:00,1.2694674462432272,1.2698644176030043,1.2682933980048061,1.2684013875766014,731.0
2026-08-10 00:00:00+00:00,1.2684013875766014,1.2703273511815998,1.2680178342590784,1.269041418171383,1082.4961476787896
2026-08-10 01:00:00+00:00,1.269041418171383,1.2732660990494864,1.267017367288945,1.2711449770400853,2402.1700964822726
2026-08-10 02:00:00+00:00,1.2711449770400853,1.272333912603395,1.2707861344340965,1.272325922927032,1151.0
2026-08-10 03:00:00+00:00,1.272325922927032,1.272592395866042,1.2719778550991248,1.2721792203569657,1123.0
2026-08-10 04:00:00+00:00,1.2721792203569657,1.2721911115517643,1.2708972363025057,1.2709164430211954,236.0
2026-08-10 05:00:00+00:00,1.2709164430211954,1.2710768148189737,1.2705095703396254,1.27103408789531,516.0
2026-08-10 06:00:00+00:00,1.27103408789531,1.2714702929589183,1.2709734509088568,1.271269856491196,168.0
2026-08-10 07:00:00+00:00,1.271269856491196,1.2717459880705368,1.2706130067276704,1.2712662829769843,1149.0
2026-08-10 08:00:00+00:00,1.2712662829769843,1.2734678478923074,1.2710820206694733,1.2729067773267102,587.0
2026-08-10 09:00:00+00:00,1.2729067773267102,1.2732411841123576,1.2719954160503286,1.272093153879486,650.0
2026-08-10 10:00:00+00:00,1.272093153879486,1.272307536304882,1.270676979870869,1.270904397526974,807.0
2026-08-10 11:00:00+00:00,1.270904397526974,1.2710136684869398,1.2690441593193023,1.269299084435556,521.0
